meeting_key,session_key,driver_number,date,rpm,speed,n_gear,throttle,drs,brake
1240,9558,55,2024-07-07T13:05:13.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:13.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:13.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:13.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:13.928000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:14.288000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:14.448000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:14.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:14.808000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:15.128000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:15.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:15.528000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:15.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:16.008000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:16.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:16.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:16.928000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:17.088000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:17.448000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:17.848000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:18.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:18.328000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:18.528000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:18.848000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:19.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:19.488000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:19.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:19.888000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:20.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:20.248000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:20.408000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:20.728000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:21.128000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:21.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:21.968000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:22.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:22.568000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:22.768000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:23.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:23.408000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:23.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:23.888000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:24.209000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:24.528000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:24.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:24.848000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:25.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:25.288000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:25.488000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:25.728000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:26.168000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:26.488000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:26.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:27.008000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:27.328000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:27.648000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:28.008000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:28.168000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:28.448000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:28.648000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:29.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:29.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:29.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:29.928000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:30.128000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:30.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:30.648000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:30.889000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:31.128000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:31.328000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:31.528000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:31.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:31.928000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:32.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:32.528000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:32.768000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:33.128000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:33.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:33.568000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:33.848000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:34.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:34.488000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:34.808000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:35.008000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:35.288000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:35.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:36.008000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:36.488000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:36.728000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:36.888000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:37.328000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:37.609000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:37.808000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:38.008000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:38.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:38.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:38.808000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:38.968000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:39.328000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:39.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:40.048000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:40.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:40.408000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:40.568000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:40.848000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:41.248000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:41.648000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:42.088000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:42.288000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:42.648000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:42.888000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:43.088000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:43.408000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:43.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:43.848000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:44.209000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:44.409000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:44.648000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:44.888000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:45.088000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:45.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:45.608000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:45.808000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:46.168000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:46.368000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:46.688000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:46.928000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:47.208000+00:00,0,0,0,0,0,0
1240,9558,55,2024-07-07T13:05:47.488000+00:00,700,0,0,0,1,104
1240,9558,55,2024-07-07T13:05:47.888000+00:00,3500,0,3,0,1,0
1240,9558,55,2024-07-07T13:05:48.168000+00:00,4426,0,5,0,1,0
1240,9558,55,2024-07-07T13:05:48.528000+00:00,4411,0,6,0,1,0
1240,9558,55,2024-07-07T13:05:48.808000+00:00,4412,0,6,0,1,0
1240,9558,55,2024-07-07T13:05:49.008000+00:00,4416,0,6,0,1,0
1240,9558,55,2024-07-07T13:05:49.328000+00:00,4412,0,6,0,1,0
1240,9558,55,2024-07-07T13:05:49.568000+00:00,4396,0,6,0,1,0
1240,9558,55,2024-07-07T13:05:49.968000+00:00,4406,0,7,0,1,0
1240,9558,55,2024-07-07T13:05:50.128000+00:00,4424,0,7,0,1,0
1240,9558,55,2024-07-07T13:05:50.368000+00:00,4421,0,7,0,1,0
1240,9558,55,2024-07-07T13:05:50.569000+00:00,4379,0,7,0,1,0
1240,9558,55,2024-07-07T13:05:50.809000+00:00,4411,0,8,0,1,0
1240,9558,55,2024-07-07T13:05:51.009000+00:00,4412,0,8,0,1,0
1240,9558,55,2024-07-07T13:05:51.408000+00:00,4438,0,8,0,1,0
1240,9558,55,2024-07-07T13:05:51.688000+00:00,4616,0,8,0,1,0
1240,9558,55,2024-07-07T13:05:51.968000+00:00,4693,0,8,0,1,0
1240,9558,55,2024-07-07T13:05:52.168000+00:00,4723,0,7,0,1,0
1240,9558,55,2024-07-07T13:05:52.368000+00:00,4645,0,6,0,1,0
1240,9558,55,2024-07-07T13:05:52.568000+00:00,4694,0,5,0,1,0
1240,9558,55,2024-07-07T13:05:52.848000+00:00,4702,0,4,0,1,0
1240,9558,55,2024-07-07T13:05:53.128000+00:00,4705,0,3,0,1,0
1240,9558,55,2024-07-07T13:05:53.448000+00:00,4702,0,2,0,1,0
1240,9558,55,2024-07-07T13:05:53.848000+00:00,4609,0,1,0,1,0
1240,9558,55,2024-07-07T13:05:54.048000+00:00,4542,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:54.368000+00:00,4143,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:54.688000+00:00,4043,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:55.048000+00:00,4085,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:55.208000+00:00,4027,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:55.448000+00:00,4022,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:55.608000+00:00,4022,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:55.848000+00:00,4108,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:56.088000+00:00,4007,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:56.368000+00:00,4114,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:56.768000+00:00,4043,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:56.928000+00:00,4100,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:57.129000+00:00,4087,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:57.489000+00:00,4049,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:57.649000+00:00,4072,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:57.809000+00:00,4037,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:58.008000+00:00,4052,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:58.368000+00:00,4098,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:58.528000+00:00,4029,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:58.688000+00:00,4029,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:59.008000+00:00,3966,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:59.368000+00:00,3981,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:59.528000+00:00,4072,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:59.728000+00:00,4112,0,0,0,1,0
1240,9558,55,2024-07-07T13:05:59.928000+00:00,4032,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:00.128000+00:00,4074,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:00.368000+00:00,4098,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:00.608000+00:00,4062,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:00.808000+00:00,4117,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:01.008000+00:00,4119,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:01.288000+00:00,4204,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:01.688000+00:00,3995,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:01.848000+00:00,4001,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:02.008000+00:00,4011,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:02.368000+00:00,3962,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:02.688000+00:00,3992,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:02.848000+00:00,3971,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:03.048000+00:00,4017,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:03.208000+00:00,4009,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:03.488000+00:00,3979,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:03.729000+00:00,4006,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:03.969000+00:00,3933,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:04.249000+00:00,4022,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:04.489000+00:00,3930,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:04.728000+00:00,4057,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:05.168000+00:00,4136,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:05.368000+00:00,4136,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:05.608000+00:00,4176,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:05.968000+00:00,4049,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:06.168000+00:00,4049,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:06.408000+00:00,3969,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:06.568000+00:00,3919,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:07.008000+00:00,3927,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:07.248000+00:00,3989,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:07.488000+00:00,3961,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:07.688000+00:00,3959,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:08.008000+00:00,4005,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:08.408000+00:00,3995,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:08.848000+00:00,3976,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:09.208000+00:00,4045,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:09.488000+00:00,4021,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:09.728000+00:00,4065,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:09.928000+00:00,4159,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:10.168000+00:00,4121,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:10.409000+00:00,4081,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:10.609000+00:00,3996,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:10.889000+00:00,3929,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:11.049000+00:00,3996,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:11.249000+00:00,4088,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:11.728000+00:00,3965,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:12.128000+00:00,4003,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:12.528000+00:00,3966,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:12.728000+00:00,4038,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:13.088000+00:00,3933,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:13.408000+00:00,4021,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:14.088000+00:00,4136,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:14.288000+00:00,3957,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:14.448000+00:00,3928,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:14.688000+00:00,3902,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:15.128000+00:00,3953,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:15.568000+00:00,3951,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:15.728000+00:00,3948,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:15.928000+00:00,3963,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:16.088000+00:00,3914,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:16.288000+00:00,3975,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:16.488000+00:00,3962,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:16.648000+00:00,3934,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:16.969000+00:00,3985,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:17.249000+00:00,3983,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:17.489000+00:00,4017,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:17.729000+00:00,3981,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:17.929000+00:00,4032,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:18.208000+00:00,4025,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:18.648000+00:00,3978,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:18.808000+00:00,3966,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:19.168000+00:00,4006,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:19.368000+00:00,4019,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:19.528000+00:00,3974,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:19.808000+00:00,3971,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:19.968000+00:00,3997,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:20.208000+00:00,3996,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:20.448000+00:00,3999,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:20.728000+00:00,4014,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:20.888000+00:00,4033,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:21.088000+00:00,4029,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:21.328000+00:00,4027,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:21.488000+00:00,4054,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:21.688000+00:00,3922,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:21.968000+00:00,3980,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:22.328000+00:00,3976,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:22.608000+00:00,4026,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:23.569000+00:00,3997,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:23.729000+00:00,4054,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:23.929000+00:00,3932,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:24.209000+00:00,3932,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:24.369000+00:00,4005,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:24.649000+00:00,4018,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:25.048000+00:00,3997,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:25.208000+00:00,4072,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:25.488000+00:00,3972,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:25.888000+00:00,4015,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:26.128000+00:00,4007,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:26.448000+00:00,3997,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:26.688000+00:00,4022,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:26.848000+00:00,4004,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:27.008000+00:00,3963,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:27.328000+00:00,4052,0,0,0,1,0
1240,9558,55,2024-07-07T13:06:27.488000+00:00,4032,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:27.768000+00:00,3985,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:28.088000+00:00,4025,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:28.488000+00:00,3999,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:28.688000+00:00,4029,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:29.128000+00:00,4053,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:29.408000+00:00,3996,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:29.768000+00:00,4006,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:30.129000+00:00,4033,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:30.449000+00:00,3970,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:30.809000+00:00,3973,0,0,0,8,0
1240,9558,55,2024-07-07T13:06:31.009000+00:00,4074,0,0,0,8,0
