,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
214,0 days 00:57:56.706000,HAM,44,0 days 00:01:10.530000,2.0,1.0,,,0 days 00:00:17.330000,0 days 00:00:31.680000,0 days 00:00:21.520000,0 days 00:57:03.514000,0 days 00:57:35.194000,0 days 00:57:56.714000,320.0,219.0,278.0,312.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:56:46.176000,2024-06-30 13:04:17.287,1,4.0,False,,False,True
